,country,athlete_name,sport_name,event_name,medal_type
15,Germany,KOHLER Sarah,Swimming;SWM;,Women's 1500m Freestyle,Bronze Medal
16,Australia,SEEBOHM Emily,Swimming;SWM;,Women's 200m Backstroke,Bronze Medal
17,United States of America,FLICKINGER Hali,Swimming;SWM;,Women's 200m Butterfly,Bronze Medal
18,United States of America,LAZOR Annie,Swimming;SWM;,Women's 200m Breaststroke,Bronze Medal
19,Canada,OLEKSIAK Penny,Swimming;SWM;,Women's 200m Freestyle,Bronze Medal
0,United States of America,DOUGLASS Kate,Swimming;SWM;,Women's 200m Individual Medley,Bronze Medal
1,People's Republic of China,LI Bingjie,Swimming;SWM;,Women's 400m Freestyle,Bronze Medal
2,United States of America,FLICKINGER Hali,Swimming;SWM;,Women's 400m Individual Medley,Bronze Medal
3,United States of America,BROWN Erika,Swimming;SWM;,Women's 4 x 100m Freestyle Relay,Bronze Medal
4,United States of America,de LOOF Catie,Swimming;SWM;,Women's 4 x 100m Freestyle Relay,Bronze Medal
5,United States of America,HINDS Natalie,Swimming;SWM;,Women's 4 x 100m Freestyle Relay,Bronze Medal
6,United States of America,MANUEL Simone,Swimming;SWM;,Women's 4 x 100m Freestyle Relay,Bronze Medal
7,United States of America,SCHMITT Allison,Swimming;SWM;,Women's 4 x 100m Freestyle Relay,Bronze Medal
8,United States of America,SMOLIGA Olivia,Swimming;SWM;,Women's 4 x 100m Freestyle Relay,Bronze Medal
9,United States of America,WEITZEIL Abbey,Swimming;SWM;,Women's 4 x 100m Freestyle Relay,Bronze Medal
10,Canada,MACNEIL Margaret,Swimming;SWM;,Women's 4 x 100m Medley Relay,Bronze Medal
11,Canada,MASSE Kylie,Swimming;SWM;,Women's 4 x 100m Medley Relay,Bronze Medal
12,Canada,OLEKSIAK Penny,Swimming;SWM;,Women's 4 x 100m Medley Relay,Bronze Medal
13,Canada,PICKREM Sydney,Swimming;SWM;,Women's 4 x 100m Medley Relay,Bronze Medal
14,Canada,RUCK Taylor,Swimming;SWM;,Women's 4 x 100m Medley Relay,Bronze Medal
15,Canada,SANCHEZ Kayla,Swimming;SWM;,Women's 4 x 100m Medley Relay,Bronze Medal
16,Australia,COOK Tamsin,Swimming;SWM;,Women's 4 x 200m Freestyle Relay,Bronze Medal
17,Australia,HARRIS Meg,Swimming;SWM;,Women's 4 x 200m Freestyle Relay,Bronze Medal
18,Australia,McKEON Emma,Swimming;SWM;,Women's 4 x 200m Freestyle Relay,Bronze Medal
19,Australia,NEALE Leah,Swimming;SWM;,Women's 4 x 200m Freestyle Relay,Bronze Medal
0,Australia,O'CALLAGHAN Mollie,Swimming;SWM;,Women's 4 x 200m Freestyle Relay,Bronze Medal
1,Australia,THROSSELL Brianna,Swimming;SWM;,Women's 4 x 200m Freestyle Relay,Bronze Medal
2,Australia,TITMUS Ariarne,Swimming;SWM;,Women's 4 x 200m Freestyle Relay,Bronze Medal
3,Australia,WILSON Madison,Swimming;SWM;,Women's 4 x 200m Freestyle Relay,Bronze Medal
4,Denmark,BLUME Pernille,Swimming;SWM;,Women's 50m Freestyle,Bronze Medal
5,Italy,QUADARELLA Simona,Swimming;SWM;,Women's 800m Freestyle,Bronze Medal
6,Australia,CAMPBELL Bronte,Swimming;SWM;,Mixed 4 x 100m Medley Relay,Bronze Medal
7,Australia,COOPER Isaac,Swimming;SWM;,Mixed 4 x 100m Medley Relay,Bronze Medal
8,Australia,McKEON Emma,Swimming;SWM;,Mixed 4 x 100m Medley Relay,Bronze Medal
9,Australia,McKEOWN Kaylee,Swimming;SWM;,Mixed 4 x 100m Medley Relay,Bronze Medal
10,Australia,STUBBLETY-COOK Izaac,Swimming;SWM;,Mixed 4 x 100m Medley Relay,Bronze Medal
11,Australia,TEMPLE Matthew,Swimming;SWM;,Mixed 4 x 100m Medley Relay,Bronze Medal
12,Australia,THROSSELL Brianna,Swimming;SWM;,Mixed 4 x 100m Medley Relay,Bronze Medal
13,Germany,OVTCHAROV Dimitrij,Table Tennis;TTE;,Men's Singles,Bronze Medal
14,Japan,HARIMOTO Tomokazu,Table Tennis;TTE;,Men's Team,Bronze Medal
15,Japan,MIZUTANI Jun,Table Tennis;TTE;,Men's Team,Bronze Medal
16,Japan,NIWA Koki,Table Tennis;TTE;,Men's Team,Bronze Medal
17,Japan,ITO Mima,Table Tennis;TTE;,Women's Singles,Bronze Medal
18,"Hong Kong, China",DOO Hoi Kem,Table Tennis;TTE;,Women's Team,Bronze Medal
19,"Hong Kong, China",LEE Ho Ching,Table Tennis;TTE;,Women's Team,Bronze Medal
0,"Hong Kong, China",SOO Wai Yam Minnie,Table Tennis;TTE;,Women's Team,Bronze Medal
1,Chinese Taipei,CHENG I Ching,Table Tennis;TTE;,Mixed Doubles,Bronze Medal
2,Chinese Taipei,LIN Yun Ju,Table Tennis;TTE;,Mixed Doubles,Bronze Medal
3,Republic of Korea,JANG Jun,Taekwondo;TKW;,Men -58kg,Bronze Medal
4,ROC,ARTAMONOV Mikhail,Taekwondo;TKW;,Men -58kg,Bronze Medal
5,People's Republic of China,ZHAO Shuai,Taekwondo;TKW;,Men -68kg,Bronze Medal
6,Turkey,RECBER Hakan,Taekwondo;TKW;,Men -68kg,Bronze Medal
7,Croatia,KANAET Toni,Taekwondo;TKW;,Men -80kg,Bronze Medal
8,Egypt,EISSA Seif,Taekwondo;TKW;,Men -80kg,Bronze Medal
9,Cuba,ALBA CASTILLO Rafael Yunier,Taekwondo;TKW;,Men +80kg,Bronze Medal
10,Republic of Korea,IN Kyo Don,Taekwondo;TKW;,Men +80kg,Bronze Medal
11,Israel,SEMBERG Abishag,Taekwondo;TKW;,Women -49kg,Bronze Medal
12,Serbia,BOGDANOVIC Tijana,Taekwondo;TKW;,Women -49kg,Bronze Medal
13,Chinese Taipei,LO Chia-Ling,Taekwondo;TKW;,Women -57kg,Bronze Medal
14,Turkey,ILGUN Hatice Kubra,Taekwondo;TKW;,Women -57kg,Bronze Medal
15,Côte d'Ivoire,GBAGBI Ruth,Taekwondo;TKW;,Women -67kg,Bronze Medal
16,Egypt,MALAK Hedaya,Taekwondo;TKW;,Women -67kg,Bronze Medal
17,France,LAURIN Althea,Taekwondo;TKW;,Women +67kg,Bronze Medal
18,Great Britain,WALKDEN Bianca,Taekwondo;TKW;,Women +67kg,Bronze Medal
19,New Zealand,DANIELL Marcus,Tennis;TEN;,Men's Doubles,Bronze Medal
0,New Zealand,VENUS Michael,Tennis;TEN;,Men's Doubles,Bronze Medal
1,Spain,CARRENO BUSTA Pablo,Tennis;TEN;,Men's Singles,Bronze Medal
2,Brazil,PIGOSSI Laura,Tennis;TEN;,Women's Doubles,Bronze Medal
3,Brazil,STEFANI Luisa,Tennis;TEN;,Women's Doubles,Bronze Medal
4,Ukraine,SVITOLINA Elina,Tennis;TEN;,Women's Singles,Bronze Medal
5,Australia,BARTY Ashleigh,Tennis;TEN;,Mixed Doubles,Bronze Medal
6,Australia,PEERS John,Tennis;TEN;,Mixed Doubles,Bronze Medal
7,New Zealand,SCHMIDT Dylan,Trampoline Gymnastics;GTR;,Men,Bronze Medal
8,Great Britain,PAGE Bryony,Trampoline Gymnastics;GTR;,Women,Bronze Medal
9,New Zealand,WILDE Hayden,Triathlon;TRI;,Men's Individual,Bronze Medal
10,United States of America,ZAFERES Katie,Triathlon;TRI;,Women's Individual,Bronze Medal
11,France,BEAUGRAND Cassandre,Triathlon;TRI;,Mixed Relay,Bronze Medal
12,France,CONINX Dorian,Triathlon;TRI;,Mixed Relay,Bronze Medal
13,France,LUIS Vincent,Triathlon;TRI;,Mixed Relay,Bronze Medal
14,France,PERIAULT Leonie,Triathlon;TRI;,Mixed Relay,Bronze Medal
15,Argentina,CONTE Facundo,Volleyball;VVO;,Men,Bronze Medal
16,Argentina,DANANI Santiago,Volleyball;VVO;,Men,Bronze Medal
17,Argentina,de CECCO Luciano,Volleyball;VVO;,Men,Bronze Medal
18,Argentina,LIMA Bruno,Volleyball;VVO;,Men,Bronze Medal
19,Argentina,LOSER Agustin,Volleyball;VVO;,Men,Bronze Medal
0,Argentina,MENDEZ Nicolas,Volleyball;VVO;,Men,Bronze Medal
1,Argentina,PALACIOS Ezequiel,Volleyball;VVO;,Men,Bronze Medal
2,Argentina,PEREYRA Federico,Volleyball;VVO;,Men,Bronze Medal
3,Argentina,POGLAJEN Cristian,Volleyball;VVO;,Men,Bronze Medal
4,Argentina,RAMOS Martin,Volleyball;VVO;,Men,Bronze Medal
5,Argentina,SANCHEZ Matias,Volleyball;VVO;,Men,Bronze Medal
6,Argentina,SOLE Sebastian,Volleyball;VVO;,Men,Bronze Medal
7,Serbia,ALEKSIC Maja,Volleyball;VVO;,Women,Bronze Medal
8,Serbia,BJELICA Ana,Volleyball;VVO;,Women,Bronze Medal
9,Serbia,BLAGOJEVIC Jelena,Volleyball;VVO;,Women,Bronze Medal
10,Serbia,BOSKOVIC Tijana,Volleyball;VVO;,Women,Bronze Medal
11,Serbia,BUSA Bianka,Volleyball;VVO;,Women,Bronze Medal
12,Serbia,MIHAJLOVIC Brankica,Volleyball;VVO;,Women,Bronze Medal
13,Serbia,MILENKOVIC Bojana,Volleyball;VVO;,Women,Bronze Medal
14,Serbia,MIRKOVIC Sladjana,Volleyball;VVO;,Women,Bronze Medal
15,Serbia,OGNJENOVIC Maja,Volleyball;VVO;,Women,Bronze Medal
16,Serbia,POPOVIC Mina,Volleyball;VVO;,Women,Bronze Medal
17,Serbia,POPOVIC Silvija,Volleyball;VVO;,Women,Bronze Medal
18,Serbia,RASIC Milena,Volleyball;VVO;,Women,Bronze Medal
19,Hungary,ANGYAL Daniel,Water Polo;WPO;,Men,Bronze Medal
0,Hungary,ERDELYI Balazs,Water Polo;WPO;,Men,Bronze Medal
1,Hungary,HARAI Balazs,Water Polo;WPO;,Men,Bronze Medal
2,Hungary,HOSNYANSZKY Norbert,Water Polo;WPO;,Men,Bronze Medal
3,Hungary,JANSIK Szilard,Water Polo;WPO;,Men,Bronze Medal
4,Hungary,MANHERCZ Krisztian,Water Polo;WPO;,Men,Bronze Medal
5,Hungary,MEZEI Tamas,Water Polo;WPO;,Men,Bronze Medal
6,Hungary,NAGY Viktor,Water Polo;WPO;,Men,Bronze Medal
7,Hungary,PASZTOR Matyas,Water Polo;WPO;,Men,Bronze Medal
8,Hungary,VAMOS Marton,Water Polo;WPO;,Men,Bronze Medal
9,Hungary,VARGA Denes,Water Polo;WPO;,Men,Bronze Medal
10,Hungary,VOGEL Soma,Water Polo;WPO;,Men,Bronze Medal
11,Hungary,ZALANKI Gergo,Water Polo;WPO;,Men,Bronze Medal
12,Hungary,GANGL Edina,Water Polo;WPO;,Women,Bronze Medal
13,Hungary,GARDA Krisztina,Water Polo;WPO;,Women,Bronze Medal
14,Hungary,GURISATTI Greta,Water Polo;WPO;,Women,Bronze Medal
15,Hungary,GYONGYOSSY Aniko,Water Polo;WPO;,Women,Bronze Medal
16,Hungary,ILLES Anna,Water Polo;WPO;,Women,Bronze Medal
17,Hungary,KESZTHELYI Rita,Water Polo;WPO;,Women,Bronze Medal
18,Hungary,LEIMETER Dora,Water Polo;WPO;,Women,Bronze Medal
19,Hungary,MAGYARI Alda,Water Polo;WPO;,Women,Bronze Medal
0,Hungary,PARKES Rebecca,Water Polo;WPO;,Women,Bronze Medal
1,Hungary,RYBANSKA Natasa,Water Polo;WPO;,Women,Bronze Medal
2,Hungary,SZILAGYI Dorottya,Water Polo;WPO;,Women,Bronze Medal
3,Hungary,SZUCS Gabriella,Water Polo;WPO;,Women,Bronze Medal
4,Hungary,VALYI Vanda,Water Polo;WPO;,Women,Bronze Medal
5,Latvia,PLESNIEKS Arturs,Weightlifting;WLF;,Men's 109kg,Bronze Medal
6,Kazakhstan,SON Igor,Weightlifting;WLF;,Men's 61kg,Bronze Medal
7,Italy,ZANNI Mirko,Weightlifting;WLF;,Men's 67kg,Bronze Medal
8,Indonesia,ABDULLAH Rahmat Erwin,Weightlifting;WLF;,Men's 73kg,Bronze Medal
9,Italy,PIZZOLATO Antonino,Weightlifting;WLF;,Men's 81kg,Bronze Medal
10,Georgia,PLIESNOI Anton,Weightlifting;WLF;,Men's 96kg,Bronze Medal
11,Syrian Arab Republic,ASAAD Man,Weightlifting;WLF;,Men's +109kg,Bronze Medal
12,Indonesia,AISAH Windy Cantika,Weightlifting;WLF;,Women's 49kg,Bronze Medal
13,Kazakhstan,CHINSHANLO Zulfiya,Weightlifting;WLF;,Women's 55kg,Bronze Medal
14,Japan,ANDOH Mikiko,Weightlifting;WLF;,Women's 59kg,Bronze Medal
15,Chinese Taipei,CHEN Wen-Huei,Weightlifting;WLF;,Women's 64kg,Bronze Medal
16,Mexico,FUENTES ZAVALA Aremi,Weightlifting;WLF;,Women's 76kg,Bronze Medal
17,Dominican Republic,SANTANA PEGUERO Crismery Dominga,Weightlifting;WLF;,Women's 87kg,Bronze Medal
18,United States of America,ROBLES Sarah Elizabeth,Weightlifting;WLF;,Women's +87kg,Bronze Medal
19,Islamic Republic of Iran,ZARE Amir Hossein,Wrestling;WRE;,Men's Freestyle 125kg,Bronze Medal
0,Turkey,AKGUL Taha,Wrestling;WRE;,Men's Freestyle 125kg,Bronze Medal
1,Kazakhstan,SANAYEV Nurislam,Wrestling;WRE;,Men's Freestyle 57kg,Bronze Medal
2,United States of America,GILMAN Thomas Patrick,Wrestling;WRE;,Men's Freestyle 57kg,Bronze Medal
3,India,BAJRANG Bajrang,Wrestling;WRE;,Men's Freestyle 65kg,Bronze Medal
4,ROC,RASHIDOV Gadzhimurad,Wrestling;WRE;,Men's Freestyle 65kg,Bronze Medal
5,United States of America,DAKE Kyle Douglas,Wrestling;WRE;,Men's Freestyle 74kg,Bronze Medal
6,Uzbekistan,ABDURAKHMONOV Bekzod,Wrestling;WRE;,Men's Freestyle 74kg,Bronze Medal
7,ROC,NAIFONOV Artur,Wrestling;WRE;,Men's Freestyle 86kg,Bronze Medal
8,San Marino,AMINE Myles Nazem,Wrestling;WRE;,Men's Freestyle 86kg,Bronze Medal
9,Cuba,SALAS PEREZ Reineris,Wrestling;WRE;,Men's Freestyle 97kg,Bronze Medal
10,Italy,CONYEDO RUANO Abraham de Jesus,Wrestling;WRE;,Men's Freestyle 97kg,Bronze Medal
11,ROC,SEMENOV Sergei,Wrestling;WRE;,Men's Greco-Roman 130kg,Bronze Medal
12,Turkey,KAYAALP Riza,Wrestling;WRE;,Men's Greco-Roman 130kg,Bronze Medal
13,People's Republic of China,WALIHAN Sailike,Wrestling;WRE;,Men's Greco-Roman 60kg,Bronze Medal
14,ROC,EMELIN Sergey,Wrestling;WRE;,Men's Greco-Roman 60kg,Bronze Medal
15,Egypt,ELSAYED Mohamed Ibrahim Elsayed,Wrestling;WRE;,Men's Greco-Roman 67kg,Bronze Medal
16,Germany,STAEBLER Frank,Wrestling;WRE;,Men's Greco-Roman 67kg,Bronze Medal
17,Azerbaijan,HUSEYNOV Rafig,Wrestling;WRE;,Men's Greco-Roman 77kg,Bronze Medal
18,Japan,YABIKU Shohei,Wrestling;WRE;,Men's Greco-Roman 77kg,Bronze Medal
19,Germany,KUDLA Denis Maksymilian,Wrestling;WRE;,Men's Greco-Roman 87kg,Bronze Medal
0,Serbia,DATUNASHVILI Zurabi,Wrestling;WRE;,Men's Greco-Roman 87kg,Bronze Medal
1,Islamic Republic of Iran,SARAVI Mohammadhadi,Wrestling;WRE;,Men's Greco-Roman 97kg,Bronze Medal
2,Poland,MICHALIK Tadeusz,Wrestling;WRE;,Men's Greco-Roman 97kg,Bronze Medal
3,Azerbaijan,STADNIK Mariya,Wrestling;WRE;,Women's Freestyle 50kg,Bronze Medal
4,United States of America,HILDEBRANDT Sarah Ann,Wrestling;WRE;,Women's Freestyle 50kg,Bronze Medal
5,Belarus,KALADZINSKAYA Vanesa,Wrestling;WRE;,Women's Freestyle 53kg,Bronze Medal
6,Mongolia,BAT OCHIR Bolortuya,Wrestling;WRE;,Women's Freestyle 53kg,Bronze Medal
7,Bulgaria,NIKOLOVA Evelina Georgieva,Wrestling;WRE;,Women's Freestyle 57kg,Bronze Medal
8,United States of America,MAROULIS Helen Louise,Wrestling;WRE;,Women's Freestyle 57kg,Bronze Medal
9,Bulgaria,YUSEIN Taybe Mustafa,Wrestling;WRE;,Women's Freestyle 62kg,Bronze Medal
10,Ukraine,KOLIADENKO Iryna,Wrestling;WRE;,Women's Freestyle 62kg,Bronze Medal
11,Kyrgyzstan,ZHUMANAZAROVA Meerim,Wrestling;WRE;,Women's Freestyle 68kg,Bronze Medal
12,Ukraine,CHERKASOVA Alla,Wrestling;WRE;,Women's Freestyle 68kg,Bronze Medal
13,People's Republic of China,ZHOU Qian,Wrestling;WRE;,Women's Freestyle 76kg,Bronze Medal
14,Turkey,ADAR Yasemin,Wrestling;WRE;,Women's Freestyle 76kg,Bronze Medal
